© 2000-2023 QIAGEN. All rights reserved.

Upstream Regulators	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
dimethyl sulfoxide	N/A	N/A	N/A	N/A	N/A	-0.122	-1.48	N/A
mir-451	N/A	N/A	1.593	N/A	N/A	N/A	N/A	N/A
LIN28A	N/A	N/A	N/A	N/A	N/A	1.592	N/A	N/A
METTL1	N/A	N/A	N/A	N/A	N/A	1.59	N/A	N/A
deoxycholate	N/A	N/A	N/A	0.191	0.622	-0.774	N/A	N/A
PTCD1	0.447	N/A	-1.134	N/A	N/A	N/A	N/A	N/A
NFAT (complex)	N/A	N/A	N/A	N/A	1.0	-0.577	N/A	N/A
CTSB	N/A	N/A	-0.917	N/A	N/A	0.651	N/A	N/A
FKBP10	N/A	N/A	N/A	1.0	N/A	-0.557	N/A	N/A
POU5F1	N/A	N/A	N/A	N/A	N/A	0.424	1.131	N/A
PRKN	-0.692	-0.848	N/A	N/A	N/A	0.005	N/A	N/A
mir-218	N/A	N/A	N/A	N/A	N/A	-1.538	N/A	N/A
CBX7	N/A	N/A	N/A	N/A	N/A	-1.522	N/A	N/A
peoniflorin	N/A	-0.728	-0.793	N/A	N/A	N/A	N/A	N/A
miR-3648 (miRNAs w/seed GCCGCGG)	N/A	N/A	N/A	0.728	-0.788	N/A	N/A	N/A
THZ2	N/A	1.387	0.128	N/A	N/A	N/A	N/A	N/A
FGF7	N/A	-1.51	N/A	N/A	N/A	N/A	N/A	N/A
mir-26	N/A	N/A	N/A	N/A	N/A	1.506	N/A	N/A
benzyl isothiocyanate	N/A	0.114	-0.813	N/A	N/A	0.574	N/A	N/A
KLF5	N/A	N/A	N/A	N/A	N/A	N/A	-1.501	N/A
ZNF507	N/A	N/A	N/A	N/A	N/A	1.498	N/A	N/A
MMP3	N/A	0.302	0.137	N/A	-0.508	0.102	0.447	N/A
GNA12	0.659	N/A	-0.318	N/A	N/A	-0.512	N/A	N/A
SNCA	N/A	N/A	0.092	-0.196	-0.541	0.64	0.02	0.0
CCL5	N/A	N/A	N/A	0.0	0.961	N/A	-0.522	N/A
PRKACA	N/A	N/A	N/A	N/A	N/A	-1.452	-0.025	N/A
CCN1	N/A	N/A	N/A	0.412	N/A	-1.065	N/A	N/A
prostaglandin D2	N/A	N/A	N/A	-1.342	N/A	0.128	N/A	N/A
SHH	N/A	N/A	N/A	-0.104	N/A	1.062	-0.304	N/A
morphine	N/A	N/A	N/A	N/A	N/A	-0.526	0.292	-0.652
aspirin	N/A	N/A	N/A	0.333	N/A	-0.653	-0.478	N/A
miR-182-5p (and other miRNAs w/seed UUGGCAA)	N/A	N/A	N/A	N/A	N/A	-1.463	N/A	N/A
seocalcitol	1.342	N/A	N/A	0.0	N/A	-0.113	N/A	N/A
GRP	N/A	N/A	N/A	N/A	0.484	-0.969	N/A	N/A
CXCR4	N/A	N/A	N/A	0.277	N/A	0.896	0.277	N/A
maslinic acid	N/A	N/A	0.632	N/A	0.0	-0.816	N/A	N/A
SLC29A1	-1.0	N/A	N/A	N/A	-0.447	N/A	N/A	N/A
BBP-398	N/A	N/A	-1.0	-0.447	0.0	N/A	N/A	N/A
SST	N/A	N/A	N/A	-1.0	N/A	-0.447	N/A	N/A
lomustine	N/A	N/A	N/A	1.0	N/A	N/A	0.447	N/A
PTBP1	N/A	-0.277	N/A	N/A	N/A	-1.165	N/A	N/A
DPP-23	-0.277	N/A	-0.447	N/A	0.152	-0.555	N/A	N/A
miR-128-3p (and other miRNAs w/seed CACAGUG)	N/A	N/A	-1.431	N/A	N/A	N/A	N/A	N/A
miR-92a-3p (and other miRNAs w/seed AUUGCAC)	N/A	N/A	N/A	N/A	N/A	-1.423	N/A	N/A
ATF3	N/A	N/A	N/A	N/A	N/A	-0.186	-1.236	N/A
methylnitronitrosoguanidine	N/A	N/A	N/A	N/A	1.408	N/A	N/A	N/A
fludarabine	N/A	1.4	N/A	N/A	N/A	N/A	N/A	N/A
LIPE	N/A	N/A	N/A	N/A	N/A	-1.4	N/A	N/A
sapanisertib	N/A	N/A	N/A	N/A	N/A	-1.4	N/A	N/A
simvastatin	N/A	N/A	N/A	0.248	N/A	-0.953	0.195	N/A
phorbol 12,13-dibutyrate	N/A	N/A	N/A	0.343	N/A	-0.232	-0.818	N/A
rotenone	1.069	N/A	N/A	N/A	N/A	-0.323	N/A	N/A
monocrotaline	N/A	-0.954	N/A	N/A	N/A	-0.435	N/A	N/A
EIF2AK4	N/A	N/A	N/A	-1.387	N/A	N/A	N/A	N/A
FGF1	N/A	N/A	N/A	N/A	1.108	N/A	N/A	-0.277
GRIN1	N/A	N/A	N/A	-1.0	N/A	-0.378	0.0	N/A
PREX1	N/A	N/A	0.0	N/A	-1.0	0.378	N/A	N/A
puromycin aminonucleoside	N/A	N/A	-0.073	0.64	N/A	0.093	0.563	N/A
ATG7	N/A	N/A	N/A	N/A	N/A	N/A	1.367	N/A
TSHZ3	N/A	N/A	N/A	0.132	N/A	N/A	-1.231	N/A
INHA	N/A	N/A	N/A	-0.44	N/A	-0.922	N/A	N/A
REL	N/A	N/A	N/A	0.469	0.156	0.566	0.164	N/A
HDL-cholesterol	N/A	N/A	1.353	N/A	N/A	N/A	N/A	N/A
ILF3	N/A	N/A	N/A	N/A	N/A	-1.348	N/A	N/A
LOC105372576	N/A	-1.342	N/A	N/A	N/A	N/A	N/A	N/A
calpeptin	N/A	N/A	-1.342	N/A	N/A	N/A	N/A	N/A
NPC2	N/A	N/A	N/A	N/A	N/A	1.342	N/A	N/A
PAX1	N/A	N/A	N/A	1.342	N/A	N/A	N/A	N/A
oblimersen	N/A	N/A	N/A	N/A	1.342	0.0	N/A	N/A
fatostatin	N/A	N/A	1.342	N/A	N/A	N/A	N/A	N/A
RAS	N/A	-0.986	N/A	N/A	N/A	N/A	0.348	N/A
bezafibrate	N/A	N/A	N/A	0.0	-0.478	N/A	-0.849	N/A
torkinib	N/A	N/A	N/A	1.0	0.326	N/A	N/A	N/A
AF-2364	N/A	N/A	0.398	N/A	N/A	0.927	N/A	N/A
MECP2	N/A	N/A	-0.529	0.6	N/A	-0.196	N/A	N/A
RBM5-AS1	N/A	N/A	N/A	N/A	N/A	1.324	N/A	N/A
EBI3	N/A	N/A	N/A	N/A	N/A	1.195	-0.128	N/A
clasto-lactacystin beta-lactone	N/A	N/A	N/A	N/A	1.176	0.147	N/A	N/A
IL27	N/A	N/A	N/A	N/A	N/A	N/A	-1.322	N/A
gefitinib	0.0	N/A	N/A	-0.895	N/A	-0.426	N/A	N/A
CYP1B1	N/A	N/A	N/A	N/A	N/A	1.32	N/A	N/A
CDH1	N/A	N/A	N/A	-0.256	N/A	-0.118	-0.946	N/A
HULC	N/A	N/A	N/A	N/A	N/A	0.215	1.101	N/A
RETNLB	N/A	N/A	N/A	-0.6	N/A	0.707	N/A	N/A
miR-21-5p (and other miRNAs w/seed AGCUUAU)	N/A	N/A	N/A	-0.09	N/A	-1.206	N/A	N/A
SPZ1	N/A	N/A	N/A	N/A	N/A	1.296	N/A	N/A
eicosapentenoic acid	N/A	N/A	N/A	N/A	-0.462	N/A	-0.832	N/A
bromobenzene	-0.086	0.096	0.079	N/A	-0.372	0.207	0.447	N/A
H2AX	0.061	N/A	-0.943	0.283	N/A	N/A	N/A	N/A
L-methionine	N/A	-0.927	N/A	N/A	-0.359	N/A	N/A	N/A
cytochalasin D	N/A	N/A	N/A	N/A	0.277	-0.728	-0.277	N/A
vemurafenib	N/A	N/A	N/A	1.279	N/A	N/A	N/A	N/A
CDK5	N/A	N/A	N/A	-0.927	N/A	0.351	N/A	N/A
ZFAS1	N/A	N/A	N/A	N/A	N/A	-0.9	0.371	N/A
SMARCA5	N/A	N/A	N/A	0.378	-0.745	0.143	N/A	N/A
E2F3	1.265	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATM	N/A	N/A	N/A	N/A	0.283	0.849	-0.132	N/A
Ubiquitin	0.0	N/A	0.128	N/A	0.0	1.134	N/A	N/A
1-methyl-4-phenylpyridinium	0.068	-0.484	-0.705	N/A	N/A	N/A	N/A	N/A
pirfenidone	N/A	N/A	N/A	N/A	N/A	-1.257	N/A	N/A
norepinephrine	N/A	N/A	N/A	N/A	N/A	N/A	-1.255	N/A
GSK3B	N/A	N/A	-0.799	N/A	N/A	N/A	0.452	N/A
lysophosphatidylcholine	N/A	N/A	N/A	-0.555	N/A	0.563	-0.128	N/A
FGF21	N/A	N/A	N/A	N/A	N/A	-1.244	N/A	N/A
fluoromethyl 2,2-difluoro-1-(trifluoromethyl)vinyl ether	N/A	N/A	0.077	-1.165	N/A	N/A	N/A	N/A
GAB2	N/A	N/A	N/A	N/A	N/A	-1.236	N/A	N/A
NFKB1	N/A	N/A	N/A	N/A	N/A	0.016	-1.216	N/A
CX3CL1	N/A	-0.853	N/A	N/A	N/A	0.378	N/A	N/A
CCN5	N/A	N/A	N/A	-0.152	N/A	1.078	N/A	N/A
ZEB2	N/A	N/A	N/A	N/A	N/A	1.224	N/A	N/A
Abcb1b	N/A	N/A	1.219	N/A	N/A	N/A	N/A	N/A
GSK2816126	N/A	N/A	N/A	N/A	N/A	1.219	N/A	N/A
HDAC3	N/A	N/A	N/A	N/A	N/A	1.214	N/A	N/A
RPA1	N/A	N/A	-1.214	N/A	N/A	N/A	N/A	N/A
FLZ	N/A	N/A	1.214	N/A	N/A	N/A	N/A	N/A
mir-101	N/A	N/A	1.212	N/A	N/A	N/A	N/A	N/A
GW3965	N/A	N/A	N/A	-1.212	N/A	N/A	N/A	N/A
CDH2	N/A	N/A	-0.368	-0.152	N/A	-0.692	N/A	N/A
mir-23	N/A	N/A	N/A	-1.21	N/A	N/A	N/A	N/A
triptolide	N/A	N/A	N/A	-0.788	N/A	N/A	0.415	N/A
Mir200	N/A	N/A	0.225	0.308	0.374	0.293	N/A	N/A
GF 120918	N/A	N/A	-1.195	N/A	N/A	N/A	N/A	N/A
cyclopiazonic acid	N/A	N/A	N/A	N/A	1.192	N/A	N/A	N/A
stearic acid	N/A	N/A	N/A	N/A	N/A	-1.192	N/A	N/A
TCF/LEF	N/A	N/A	N/A	N/A	N/A	1.186	N/A	N/A
KLF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.185
TFAP2C	N/A	N/A	N/A	1.184	N/A	N/A	N/A	N/A
KL	N/A	N/A	N/A	N/A	N/A	-1.177	N/A	N/A
ANTXR2	N/A	N/A	N/A	N/A	N/A	1.176	N/A	N/A
SPARC	N/A	N/A	N/A	0.305	N/A	-0.871	N/A	N/A
pituitary adenylate cyclase-activating polypeptide	N/A	N/A	-1.172	N/A	N/A	-0.0	N/A	N/A
I-BET-151	N/A	N/A	N/A	N/A	N/A	-1.172	N/A	N/A
HIF3A	N/A	N/A	1.172	N/A	N/A	N/A	N/A	N/A
SPTLC2	N/A	N/A	N/A	N/A	N/A	-1.172	N/A	N/A
EFNA5	N/A	-1.166	N/A	N/A	N/A	N/A	N/A	N/A
ILF2	N/A	N/A	-1.0	N/A	N/A	-0.165	N/A	N/A
ESRP1	N/A	N/A	1.165	N/A	N/A	N/A	N/A	N/A
daunorubicin	N/A	0.373	0.789	N/A	N/A	N/A	N/A	N/A
EZR	N/A	N/A	N/A	N/A	N/A	1.154	N/A	N/A
HUWE1	N/A	N/A	1.154	N/A	N/A	N/A	N/A	N/A
SOX11	N/A	N/A	N/A	0.243	N/A	N/A	-0.896	N/A
STAT6	N/A	N/A	N/A	-1.134	N/A	N/A	N/A	N/A
SU6656	N/A	N/A	N/A	N/A	-1.134	N/A	N/A	N/A
spironolactone	N/A	N/A	N/A	-1.132	N/A	N/A	N/A	N/A
entolimod	N/A	N/A	N/A	N/A	1.131	N/A	N/A	N/A
PRKG1	N/A	N/A	N/A	N/A	N/A	-1.131	N/A	N/A
mir-483	N/A	N/A	1.131	N/A	N/A	N/A	N/A	N/A
vinorelbine	N/A	1.131	N/A	N/A	N/A	N/A	N/A	N/A
MRTFB	N/A	N/A	N/A	0.961	N/A	0.168	N/A	N/A
ESRRA	N/A	N/A	N/A	N/A	N/A	0.864	-0.263	N/A
MAC	N/A	N/A	N/A	-0.849	0.277	N/A	N/A	N/A
MAT1A	N/A	0.129	0.996	N/A	N/A	N/A	N/A	N/A
miR-133a-3p (and other miRNAs w/seed UUGGUCC)	N/A	N/A	0.896	N/A	N/A	0.227	N/A	N/A
METTL3	N/A	N/A	N/A	N/A	N/A	N/A	-1.118	N/A
napabucasin	N/A	N/A	N/A	N/A	N/A	-1.117	N/A	N/A
PTPN11	N/A	1.109	N/A	N/A	N/A	N/A	N/A	N/A
MITF	N/A	N/A	N/A	-0.832	0.277	N/A	N/A	N/A
chrysotile asbestos	N/A	N/A	N/A	N/A	N/A	1.109	N/A	N/A
FOXD2-AS1	N/A	N/A	N/A	N/A	N/A	1.106	N/A	N/A
G-1	N/A	N/A	N/A	N/A	N/A	-1.103	N/A	N/A
miR-103-3p (and other miRNAs w/seed GCAGCAU)	N/A	N/A	1.101	N/A	N/A	N/A	N/A	N/A
mir-30	N/A	N/A	N/A	N/A	0.815	0.284	N/A	N/A
CLDN1	N/A	N/A	N/A	N/A	N/A	1.091	N/A	N/A
RHEB	N/A	N/A	1.091	N/A	N/A	N/A	N/A	N/A
ILKAP	N/A	N/A	N/A	N/A	N/A	-1.091	N/A	N/A
PTK2	N/A	N/A	N/A	N/A	N/A	1.091	N/A	N/A
IRF8	N/A	N/A	N/A	N/A	-1.087	N/A	N/A	N/A
SOD2	N/A	N/A	N/A	-0.762	N/A	0.323	N/A	N/A
PAX6	N/A	N/A	N/A	-0.83	-0.063	N/A	0.189	N/A
PTAFR	N/A	N/A	N/A	N/A	N/A	1.079	N/A	N/A
diethylstilbestrol	N/A	N/A	N/A	N/A	N/A	0.261	-0.693	0.115
peroxynitrite	N/A	N/A	N/A	N/A	1.067	N/A	N/A	N/A
MSX2	N/A	N/A	N/A	N/A	N/A	1.067	N/A	N/A
HSD17B4	N/A	1.067	N/A	N/A	N/A	N/A	N/A	N/A
PTN	N/A	N/A	N/A	-1.067	N/A	N/A	N/A	N/A
CBL	N/A	N/A	N/A	N/A	N/A	1.067	N/A	N/A
GJA1	N/A	N/A	N/A	-1.067	N/A	N/A	N/A	N/A
PLAG1	N/A	N/A	N/A	-1.067	N/A	N/A	N/A	N/A
CHEK2	N/A	N/A	-1.067	N/A	N/A	N/A	N/A	N/A
HOTAIR	N/A	N/A	N/A	N/A	N/A	0.218	0.849	N/A
LYL1	N/A	-1.067	N/A	N/A	N/A	N/A	N/A	N/A
mGluR	N/A	N/A	-1.067	N/A	N/A	N/A	N/A	N/A
KDM4A	N/A	-1.067	N/A	N/A	N/A	N/A	N/A	N/A
miR-185-5p (and other miRNAs w/seed GGAGAGA)	N/A	N/A	N/A	N/A	N/A	-1.06	N/A	N/A
TLX3	N/A	N/A	N/A	N/A	-0.927	0.132	N/A	N/A
nitroprusside	N/A	N/A	N/A	-1.057	N/A	N/A	N/A	N/A
quinacrine	N/A	N/A	1.057	N/A	N/A	N/A	N/A	N/A
mir-194	N/A	N/A	0.05	N/A	0.0	1.0	N/A	N/A
bicalutamide	N/A	N/A	N/A	N/A	N/A	-0.896	0.152	N/A
DAB2IP	N/A	N/A	0.635	-0.204	N/A	N/A	-0.204	N/A
ATP2A2	N/A	N/A	N/A	N/A	N/A	-1.039	N/A	N/A
Tcf7	N/A	N/A	N/A	-0.607	N/A	-0.431	N/A	N/A
mir-15	N/A	N/A	0.179	N/A	N/A	-0.321	-0.524	N/A
SETD1A	N/A	N/A	N/A	N/A	N/A	1.017	N/A	N/A
crizotinib	N/A	N/A	N/A	N/A	N/A	0.728	-0.283	N/A
miR-293-5p (and other miRNAs w/seed CUCAAAC)	N/A	N/A	N/A	N/A	-1.0	N/A	N/A	N/A
RHO	N/A	N/A	N/A	N/A	0.0	0.0	1.0	0.0
clioquinol	N/A	N/A	N/A	N/A	N/A	-1.0	N/A	N/A
NEUROG1	N/A	N/A	N/A	N/A	N/A	N/A	-1.0	N/A
NMDA Receptor	N/A	N/A	N/A	N/A	N/A	-1.0	N/A	N/A
PROM1	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
mir-3622	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
evofosfamide	N/A	N/A	1.0	N/A	N/A	N/A	N/A	N/A
ATP2A1	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
OMA1	N/A	N/A	N/A	N/A	1.0	N/A	N/A	N/A
ZBTB17	N/A	N/A	N/A	N/A	1.0	N/A	N/A	N/A
M344	1.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYCBP	N/A	N/A	-1.0	N/A	N/A	N/A	N/A	N/A
LDLR	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
SERPINB5	N/A	N/A	1.0	N/A	N/A	N/A	N/A	N/A
monorden	1.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chidamide	N/A	N/A	1.0	N/A	N/A	N/A	N/A	N/A
EIF2S1	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
ARHGEF25	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
MGAT3	N/A	N/A	N/A	N/A	N/A	-1.0	N/A	N/A
C9orf72	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
PCI-34051	N/A	N/A	1.0	N/A	N/A	N/A	N/A	N/A
FOXA2	N/A	N/A	N/A	N/A	N/A	N/A	-1.0	N/A
SOX2-OCT4-NANOG	N/A	N/A	N/A	N/A	N/A	-1.0	N/A	N/A
MBTD1	N/A	N/A	N/A	N/A	1.0	N/A	N/A	N/A
SMTNL1	N/A	N/A	N/A	N/A	N/A	-1.0	N/A	N/A
tosedostat	N/A	N/A	N/A	N/A	1.0	N/A	N/A	N/A
FGF4	N/A	N/A	N/A	N/A	N/A	-1.0	N/A	N/A
dexmedetomidine	N/A	N/A	N/A	N/A	N/A	N/A	-1.0	N/A
cannabidiol	-1.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lapatinib/pazopanib	N/A	-1.0	0.0	N/A	N/A	N/A	N/A	N/A
SHR2554	N/A	N/A	1.0	N/A	N/A	N/A	N/A	N/A
CRBN	N/A	N/A	N/A	N/A	N/A	1.0	N/A	N/A
DACT1	N/A	N/A	N/A	N/A	N/A	-1.0	N/A	N/A
PPP1R1B	N/A	N/A	N/A	N/A	N/A	0.991	N/A	N/A
HOXD10	N/A	N/A	0.081	N/A	0.896	N/A	N/A	N/A
DLK1	N/A	N/A	N/A	N/A	N/A	N/A	0.975	N/A
TXNIP	N/A	0.548	N/A	N/A	N/A	-0.424	N/A	N/A
CHAF1A	N/A	N/A	N/A	0.849	N/A	0.115	N/A	N/A
ADAM17	N/A	N/A	N/A	N/A	N/A	0.956	N/A	N/A
3-methyladenine	N/A	N/A	N/A	N/A	N/A	N/A	-0.943	N/A
CHD7	N/A	N/A	N/A	0.943	N/A	N/A	N/A	N/A
berberine	N/A	0.942	N/A	N/A	N/A	N/A	N/A	N/A
U73122	N/A	N/A	N/A	-0.152	0.13	-0.647	N/A	N/A
FADD	N/A	N/A	N/A	0.0	N/A	-0.2	0.728	N/A
SH2B3	N/A	N/A	0.927	N/A	N/A	N/A	N/A	N/A
PRKAA	N/A	N/A	N/A	N/A	N/A	-0.926	N/A	N/A
EGR3	N/A	N/A	N/A	-0.923	N/A	N/A	N/A	N/A
DANCR	N/A	N/A	N/A	N/A	N/A	-0.919	N/A	N/A
PLCG1	N/A	N/A	N/A	N/A	-0.911	N/A	N/A	N/A
HBP1	N/A	N/A	N/A	N/A	N/A	-0.908	N/A	N/A
leuprolide	N/A	N/A	N/A	N/A	N/A	-0.908	N/A	N/A
APOC1	N/A	N/A	0.625	-0.218	N/A	0.064	N/A	N/A
BRAF	N/A	N/A	-0.896	N/A	N/A	N/A	N/A	N/A
thioctic acid	-0.447	N/A	N/A	N/A	-0.447	N/A	N/A	N/A
BAK1	N/A	N/A	-0.894	N/A	N/A	N/A	N/A	N/A
dihydroartemisinin	N/A	0.882	N/A	N/A	N/A	N/A	N/A	N/A
IL24	N/A	N/A	N/A	N/A	N/A	0.865	N/A	N/A
salinosporamide A	N/A	0.865	N/A	N/A	N/A	N/A	N/A	N/A
TIA1	-0.863	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sucrose	N/A	N/A	0.155	N/A	0.08	N/A	-0.617	N/A
SYNCRIP	N/A	N/A	N/A	N/A	N/A	0.849	N/A	N/A
Raf	N/A	N/A	N/A	N/A	N/A	-0.849	N/A	N/A
CREBZF	N/A	N/A	0.651	N/A	N/A	-0.192	N/A	N/A
P2RY2	N/A	-0.837	N/A	N/A	N/A	N/A	N/A	N/A
mir-193	N/A	N/A	N/A	N/A	N/A	-0.83	N/A	N/A
promegestone	N/A	N/A	N/A	N/A	N/A	-0.823	N/A	N/A
miR-204-5p (and other miRNAs w/seed UCCCUUU)	N/A	N/A	0.817	0.0	N/A	N/A	0.0	N/A
miR-144-3p (miRNAs w/seed ACAGUAU)	N/A	N/A	-0.816	N/A	N/A	0.0	N/A	N/A
DSG2	N/A	N/A	0.816	N/A	N/A	N/A	N/A	N/A
CHD4	N/A	N/A	N/A	-0.816	N/A	N/A	N/A	N/A
SOX1	N/A	N/A	N/A	N/A	N/A	-0.816	0.0	N/A
bilirubin	N/A	N/A	N/A	N/A	N/A	-0.805	N/A	N/A
naringenin	N/A	N/A	N/A	N/A	N/A	-0.784	N/A	N/A
NTF4	N/A	N/A	N/A	N/A	N/A	0.784	N/A	N/A
CLUH	N/A	N/A	0.781	N/A	N/A	N/A	N/A	N/A
RFX1	N/A	N/A	-0.776	N/A	N/A	N/A	N/A	N/A
IRS1	N/A	N/A	N/A	-0.315	N/A	-0.46	N/A	N/A
ITGB3	N/A	N/A	N/A	N/A	N/A	0.772	N/A	N/A
ABL1	N/A	N/A	N/A	N/A	N/A	0.772	N/A	N/A
AURKA	N/A	N/A	N/A	N/A	N/A	0.762	N/A	N/A
exisulind	N/A	N/A	N/A	N/A	N/A	-0.762	N/A	N/A
SQSTM1	N/A	N/A	N/A	N/A	0.762	N/A	N/A	N/A
NEDD4	N/A	N/A	N/A	-0.762	N/A	N/A	N/A	N/A
thiazolidinedione	N/A	N/A	-0.762	N/A	N/A	N/A	N/A	N/A
putrescine	N/A	N/A	N/A	N/A	N/A	-0.762	N/A	N/A
RBL1	N/A	-0.747	N/A	N/A	N/A	N/A	N/A	N/A
AKT2	N/A	N/A	N/A	N/A	N/A	0.742	N/A	N/A
mir-379	N/A	N/A	N/A	N/A	N/A	-0.739	N/A	N/A
FOXF2	N/A	N/A	N/A	N/A	N/A	-0.737	N/A	N/A
GNAQ	N/A	N/A	N/A	N/A	0.726	N/A	N/A	N/A
CETP	N/A	N/A	-0.57	N/A	N/A	0.152	N/A	N/A
TXN	N/A	N/A	N/A	N/A	N/A	-0.714	N/A	N/A
MSB0011359C	-0.707	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX17	N/A	N/A	N/A	N/A	N/A	-0.577	N/A	-0.13
NC410	-0.707	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRNDE	N/A	N/A	0.707	N/A	N/A	N/A	N/A	N/A
IKZF3	N/A	0.256	N/A	0.447	N/A	N/A	N/A	N/A
adaphostin	N/A	-0.278	-0.422	N/A	N/A	N/A	N/A	N/A
TRPM2	-0.686	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRPK1	N/A	N/A	-0.686	N/A	N/A	N/A	N/A	N/A
DETA-NONOate	N/A	N/A	N/A	N/A	N/A	-0.676	N/A	N/A
sodium tungstate	N/A	-0.555	-0.113	N/A	N/A	N/A	N/A	N/A
miR-19b-3p (and other miRNAs w/seed GUGCAAA)	N/A	N/A	N/A	N/A	N/A	-0.665	N/A	N/A
APOA1	N/A	N/A	N/A	N/A	N/A	-0.664	N/A	N/A
AXIN1	N/A	N/A	N/A	N/A	N/A	-0.658	N/A	N/A
SF3B1	N/A	N/A	-0.655	N/A	N/A	N/A	N/A	N/A
FGF9	N/A	-0.651	N/A	N/A	N/A	N/A	N/A	N/A
ATF5	N/A	N/A	0.651	N/A	N/A	N/A	N/A	N/A
GRIN3A	N/A	N/A	N/A	N/A	N/A	-0.632	N/A	N/A
MAPK8IP1	N/A	N/A	N/A	N/A	N/A	-0.625	N/A	N/A
NSUN2	N/A	N/A	-0.625	N/A	N/A	N/A	N/A	N/A
NCAM1	N/A	N/A	-0.374	N/A	N/A	-0.243	0.0	N/A
Calcineurin protein(s)	N/A	N/A	N/A	N/A	0.396	0.217	N/A	N/A
fasudil	N/A	N/A	N/A	N/A	N/A	-0.6	N/A	N/A
PHF21A	N/A	N/A	-0.587	N/A	N/A	N/A	N/A	N/A
bee venom	N/A	N/A	N/A	N/A	0.585	N/A	N/A	N/A
NMU	N/A	N/A	N/A	N/A	-0.577	N/A	N/A	N/A
PEMT	N/A	N/A	N/A	N/A	N/A	-0.577	N/A	N/A
miR-132-3p (and other miRNAs w/seed AACAGUC)	N/A	N/A	-0.574	N/A	N/A	N/A	N/A	N/A
TFAP4	N/A	-0.42	N/A	N/A	N/A	N/A	0.152	N/A
ATR	N/A	N/A	0.57	N/A	N/A	N/A	N/A	N/A
mycophenolic acid	N/A	N/A	N/A	N/A	N/A	0.563	N/A	N/A
GCG	N/A	N/A	N/A	N/A	0.006	-0.551	N/A	N/A
triamterene	N/A	N/A	N/A	N/A	N/A	N/A	0.555	N/A
KEAP1	-0.555	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KN 93	N/A	N/A	N/A	N/A	N/A	0.555	N/A	N/A
GMNN	N/A	N/A	N/A	N/A	N/A	N/A	0.555	N/A
fenamic acid	N/A	N/A	N/A	N/A	N/A	N/A	0.555	N/A
HDAC2	N/A	N/A	N/A	N/A	N/A	N/A	-0.555	N/A
TAS1R3	N/A	N/A	-0.555	N/A	N/A	N/A	N/A	N/A
KLF11	N/A	N/A	N/A	N/A	N/A	N/A	0.555	N/A
HDAC7	N/A	N/A	N/A	N/A	N/A	0.549	N/A	N/A
RUNX1	N/A	N/A	N/A	N/A	N/A	0.549	N/A	N/A
DKK1	N/A	N/A	N/A	N/A	N/A	-0.54	N/A	N/A
cyanocobalamin	N/A	N/A	0.522	N/A	N/A	N/A	N/A	N/A
KISS1	0.13	N/A	0.384	N/A	N/A	N/A	N/A	N/A
MTDH	N/A	N/A	N/A	N/A	N/A	0.512	N/A	N/A
SMAD2	N/A	N/A	N/A	N/A	N/A	0.505	N/A	N/A
cholic acid	N/A	N/A	N/A	N/A	N/A	N/A	-0.492	N/A
PMP22	N/A	N/A	-0.322	N/A	N/A	-0.157	N/A	N/A
Il3	N/A	-0.299	N/A	N/A	N/A	N/A	-0.18	N/A
S-nitroso-N-acetyl-DL-penicillamine	-0.475	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DIO2	N/A	N/A	N/A	0.339	0.132	N/A	N/A	N/A
RND3	N/A	N/A	N/A	N/A	N/A	0.471	N/A	N/A
